,genres
28,Action
12,Adventure
14,Fantasy
16,Animation
878,Science Fiction
18,Drama
53,Thriller
10751,Family
35,Comedy
36,History
10752,War
37,Western
10749,Romance
80,Crime
9648,Mystery
27,Horror
99,Documentary
10402,Music
10770,TV Movie
N/A,N/A
10769,Foreign
